modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-tc-bible-big-gmq-en,Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,dan fao isl nno nob non nor swe,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,Neural machine translation model for translating from North Germanic languages (gmq) to English (en).,False
opus-mt-tc-bible-big-gmw-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_fra_por_spa,afr ang bar bis bzj deu djk drt eng enm frr fry gos gsw hrx hwc icr jam kri ksh lim ltz nds nld ofs pcm pdc pfl pih pis rop sco srm srn stq swg tcs tpi vls wae yid zea,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_fra_por_spa,Neural machine translation model for translating from West Germanic languages (gmw) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-gmw-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,afr ang bar bis bzj deu djk drt eng enm frr fry gos gsw hrx hwc icr jam kri ksh lim ltz nds nld ofs pcm pdc pfl pih pis rop sco srm srn stq swg tcs tpi vls wae yid zea,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,Neural machine translation model for translating from West Germanic languages (gmw) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-gmw-en,Helsinki-NLP/opus-mt-tc-bible-big-gmw-en,afr ang bar bis bzj deu djk drt eng enm frr fry gos gsw hrx hwc icr jam kri ksh lim ltz nds nld ofs pcm pdc pfl pih pis rop sco srm srn stq swg tcs tpi vls wae yid zea,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-gmw-en,Neural machine translation model for translating from West Germanic languages (gmw) to English (en).,False
opus-mt-tc-bible-big-gmw-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,afr ang bar bis bzj deu djk drt eng enm frr fry gos gsw hrx hwc icr jam kri ksh lim ltz nds nld pcm pis rop sco srm srn stq swg tcs tpi yid zea,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,Neural machine translation model for translating from West Germanic languages (gmw) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-iir-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-iir-deu_eng_fra_por_spa,anp asm awa bal ben bho bpy ckb diq div dty fas gbm glk guj hif hin hne hns jdt kas kmr kok kur lah lrc mag mai mar mzn nep npi ori oss pal pan pes pli prs pus rhg rmy rom san sdh sin skr snd syl tgk tly urd zza,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-iir-deu_eng_fra_por_spa,Neural machine translation model for translating from Indo-Iranian languages (iir) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-iir-en,Helsinki-NLP/opus-mt-tc-bible-big-iir-en,anp asm awa bal ben bho bpy ckb diq div dty fas gbm glk guj hif hin hne hns jdt kas kmr kok kur lah lrc mag mai mar mzn nep npi ori oss pal pan pes pli prs pus rhg rmy rom san sdh sin skr snd syl tgk tly urd zza,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-iir-en,Neural machine translation model for translating from Indo-Iranian languages (iir) to English (en).,False
opus-mt-tc-bible-big-inc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_fra_por_spa,anp asm awa ben bho bpy div dty gbm guj hif hin hne hns kas kok lah mag mai mar nep npi ori pan pli rhg rmy rom san sin skr snd syl urd,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_fra_por_spa,Neural machine translation model for translating from Indic languages (inc) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-inc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_nld,anp asm awa ben bho bpy div dty gbm guj hif hin hne hns kas kok lah mag mai mar nep npi ori pan pli rhg rmy rom san sin skr snd syl urd,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_nld,Neural machine translation model for translating from Indic languages (inc) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-inc-en,Helsinki-NLP/opus-mt-tc-bible-big-inc-en,anp asm awa ben bho bpy div dty gbm guj hif hin hne hns kas kok lah mag mai mar nep npi ori pan pli rhg rmy rom san sin skr snd syl urd,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-inc-en,Neural machine translation model for translating from Indic languages (inc) to English (en).,False
opus-mt-tc-bible-big-ine-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_fra_por_spa,acf afr aln ang anp arg asm ast awa bal bar bel ben bho bis bos bpy bre bul bzj cat cbk ces chu ckb cnr cor cos crs csb cym dan deu diq div djk drt dsb dty egl ell eng enm ext fao fas fra frm fro frp frr fry fur gbm gcf gla gle glg glk glv gos got grc gsw guj hat hbs hif hin hne hns hrv hrx hsb hwc hye hyw icr isl ita jam jdt kas kea kmr kok kri ksh kur lad lah lat lav lij lim lit lld lmo lou lrc ltz mag mai mar mfe mkd mol mwl mzn nap nds nep nld nno nob non nor npi oci ofs ori orv osp oss pal pan pap pcd pcm pdc pes pfl pih pis pli pms pnt pol por prg prs pus rhg rmy roh rom ron rop rue rup rus san scn sco sdh sgs sin skr slk slv snd spa sqi srd srm srn srp stq swe swg syl szl tcs tgk tly tpi ukr urd vec vls wae wln xcl yid zea zza,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_fra_por_spa,Neural machine translation model for translating from Indo-European languages (ine) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-ine-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,acf afr aln ang anp arg asm ast awa bal bar bel ben bho bis bos bpy bre bul bzj cat cbk ces chu ckb cnr cor cos crs csb cym dan deu diq div djk drt dsb dty egl ell eng enm ext fao fas fra frm frp frr fry fur gbm gcf gla gle glg glk glv gos got grc gsw guj hat hbs hif hin hne hns hrv hrx hsb hwc hye hyw icr isl ita jam jdt kas kea kmr kok kri ksh kur lad lah lat lav lij lim lit lld lmo lou lrc ltz mag mai mar mfe mkd mol mwl mzn nap nds nep nld nno nob non nor npi oci ofs ori orv osp oss pal pan pap pcm pdc pes pfl pih pis pli pms pnt pol por prg prs pus rhg rmy roh rom ron rop rue rup rus san scn sco sdh sgs sin skr slk slv snd spa sqi srd srm srn srp stq swe swg syl szl tcs tgk tly tpi ukr urd vec vls wae wln xcl yid zea zza,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,Neural machine translation model for translating from Indo-European languages (ine) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-ira-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-ira-deu_eng_fra_por_spa,bal ckb diq fas glk jdt kmr kur lrc mzn oss pal pes prs pus sdh tgk tly zza,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-ira-deu_eng_fra_por_spa,Neural machine translation model for translating from Iranian languages (ira) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,acf arg ast cat cbk cos crs egl ext fra frm fro frp fur gcf glg hat ita kea lad lat lij lld lmo lou mfe mol mwl nap oci osp pap pcd pms por roh ron rup scn spa srd vec wln,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,Neural machine translation model for translating from Italic languages (itc) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-itc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,acf arg ast cat cbk cos crs egl ext fra frm frp fur gcf glg hat ita kea lad lat lij lld lmo lou mfe mol mwl nap oci osp pap pms por roh ron rup scn spa srd vec wln,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,Neural machine translation model for translating from Italic languages (itc) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-itc-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,acf arg ast cat cbk cos crs egl fra frm fro fur gcf glg hat ita lad lat lij lld lmo lou mfe mol mwl nap oci osp pap pcd pms por roh ron scn spa srd vec wln,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,Neural machine translation model for translating from Italic languages (itc) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-map-en,Helsinki-NLP/opus-mt-tc-bible-big-map-en,aai ace agn aia akl alj alp ami amk aoz apr atq aui ban bcl bep bhz bik bku blz bmk bnp bpr bps btd bth bto bts btx bug buk bvy bzh ceb cgc cha dad dob dtp dww emi far fij fil frd gfk gil gor haw hil hla hnn hot hvn iba ifa ifb ifk ifu ify ilo ind iry itv jak jav jvn kbm khz kje kne kpg kqe kqf kqw krj kud kwf kzf laa law lcm leu lew lex lid ljp lnd mad mah mak max mbb mbf mbt mee mek mgm mhy mlg mmo mmx mna mnb mog mox mpx mqj mri mrw msa msm mta mva mvp mvv mwc mwv myw mzz nak nau nia nij niu npy nsn nss nwi obo pag pam pau plt plw pmf pmy pne ppk prf ptp ptu pwg rai rap rej rro rug sas sbl sda sgb sgz smk sml smo snc sps stn sun swp sxn tah tbc tbl tbo tet tgl tgo tgp tkl tlx tmw ton tpa tpz trv tte tuc tvl twb twu txa ubr uvl viv war wed wuv xsb xsi yml zlm zsm,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-map-en,Neural machine translation model for translating from Austronesian languages (map) to English (en).,False
opus-mt-tc-bible-big-map-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-map-fra_ita_por_spa,aai ace agn aia alj alp amk aoz apr atq aui ban bcl bep bhz bku blz bmk bnp bpr bps btd bth bto bts btx bug buk bzh ceb cgc cha dad dob dtp dww emi far fij fil frd gfk gil gor haw hil hla hnn hot hvn iba ifa ifb ifk ifu ify ilo ind iry itv jak jav jvn kbm khz kje kne kpg kqe kqf kqw krj kud kwf kzf law lcm leu lew lex lid ljp lnd mad mah mak mbb mbf mbt mee mek mhy mlg mmo mmx mna mnb mog mox mpx mqj mri mrw msa msm mta mva mvp mwc mwv myw mzz nak nau nia nij npy nsn nss nwi obo pag pam pau plt plw pmf pne ppk prf ptp ptu pwg rai rej rro rug sas sbl sda sgb sgz smk sml smo snc sps stn sun swp sxn tah tbc tbl tbo tet tgl tgo tgp tlx ton tpa tpz tte tuc twb twu txa ubr uvl viv war wed wuv xsb xsi yml zsm,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-map-fra_ita_por_spa,Neural machine translation model for translating from Austronesian languages (map) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-mkh-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,bru cmo kha khm kxm mnw ngt vie wbm,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,Neural machine translation model for translating from Mon-Khmer languages (mkh) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-mkh-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-mkh-fra_ita_por_spa,bru cmo kha khm kxm vie wbm,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-mkh-fra_ita_por_spa,Neural machine translation model for translating from Mon-Khmer languages (mkh) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,aai aar aau abi abk acd ace acf ach acm acn acr ade adj ady aeu aey afb afh afr agd agn agu ahk aia aka akh akl akp alj aln alp alq alt alz ame amh ami amk amu ang ann anp anv aoz apc apr apu ara arc arg arq arz asm aso ast atg atj atq aui auy ava avk avn avu awa awb awx aze azg azz bak bal bam ban bar bas bav bba bbo bbr bcl bcw bef beh bel bem ben bep bex bfa bfd bfo bgr bhl bho bhz bib bik bim bis biv bjr bjv bku bkv blh blt blz bmh bmk bmq bmu bmv bnp bod boj bom bos bov box bpr bps bpy bqc bqj bqp bre bru brx bss btd bth bto bts btt btx bua bud bug buk bul bus bvy bwq bwu byn bzd bzh bzj bzt caa cab cac cak cat cay cbk cce cco ceb ces cfm cgc cha che chf chm chq chr chu chv chy chz cjk cjo cjp cjv cjy ckb cko cle cme cmn cmo cmr cnh cni cnl cnr cnt cnw cok cop cor cos cot cpa cpu cre crh crn crs crx csb csk cso csy cta ctd ctp ctu cuc cui cuk cut cux cwe cwt cya cym czt daa dad dag dah dan ded deu dga dgi dig dik din diq div dje djk dng dni dnj dob dop drt dsb dsh dtp dty dug dws dww dyi dyo dyu dzo efi egl ell emi eng enm epo ess est eus ewe ext fai fal fao far fas fij fil fin fkv fon for fra frd frm fro frp frr fry fuc ful fur gag gah gaw gbm gcf gde gej gfk ghs gil gkn gla gle glg glk glv gnd gng gog gor gos got gqr grc grn gsw guc gud guh guj guo gur guw gux gvf gvl gwi gwr gym gyr hag hat hau haw hay hbo hbs hch heb heh her hif hig hil hin hla hlt hmn hne hnj hnn hns hoc hot hrv hrx hsb hsn hui hun hus hvn hwc hye hyw iba ibo icr ido ifa ifb ife ifk ifu ify ign igs iii ike iku ile ilo imo ina ind inh ino iou ipi ipk iri irk iry isl ita itv ium ixl izh izr jaa jac jak jam jav jbo jbu jdt jmc jpa jpn jun jvn kaa kab kac kal kam kan kao kas kat kau kaz kbd kbm kbp kdc kdj kdl kdn kea kek ken keo ker keu kew kez kgf kgk kha khm khz kia kik kin kir kjb kje kjh kjs kki kkj kle kma kmb kmg kmh kmo kmr kmu knc kne knj knk kno kog koi kok kom kon kpf kpg kpr kpv kpw kpz kqe kqf kqp kqw krc kri krj krl kru ksb ksh ksr ktb ktj kua kub kud kue kum kur kus kvn kwf kxc kxm kyc kyf kyg kyq kzf laa lac lad lah lao las lat lav law lbe lcm ldn lee lef lem leu lew lex lez lfn lgg lhu lia lid lif lij lim lin lip lit liv ljp lkt lld lln lme lmo lnd lob lok lon lou lrc lsi ltz lua luc lug luo lus lut luy lzz maa mad mag mah mai maj mak mal mam maq mar mau maw max maz mbb mbf mbt mcb mcp mcu mda mdf med mee meh mek men meq mfe mfh mfi mfk mfq mfy mgd mgm mgo mhi mhl mhx mhy mib mic mie mif mig mih mil mio mit mix miy miz mjc mkd mks mlg mlh mlp mlt mmo mmx mna mnb mnf mnh mni mnr mnw moa mog moh mol mon mop mor mos mox mpg mpm mpt mpx mqb mqj mri mrj mrw msa msm mta muh mux muy mva mvp mvv mwc mwl mwm mwv mww mxb mxt mya myb myk myu myv myw myx mzk mzm mzn mzw mzz naf nak nap nas nau nav nbl nca nch ncj ncl ncu nde ndo nds ndz neb nep new nfr ngt ngu nhe nhg nhi nhn nhu nhw nhx nhy nia nif nii nij nim nin niu njm nlc nld nlv nmz nnb nnh nno nnw nob nog non nop nor not nou nov npi npl npy nqo nsn nso nss nst nsu ntm ntp ntr nuj nus nuy nwb nwi nya nyf nyn nyo nyy nzi oar obo oci ofs oji oku okv old omw ood opm ori orm orv osp oss ota ote otk otm otn otq ozm pab pad pag pai pal pam pan pao pap pau pbi pbl pcd pck pcm pdc pes pfl phn pib pih pio pis pkb pli pls plt plw pmf pms pmy pne pnt poe poh pol por pot ppk ppl prf prg prs ptp ptu pus pwg pww quc qya rai rap rav rej rhg rif rim rmy roh rom ron rop rro rue rug run rup rus rwo sab sag sah san sas sat sba sbd sbl scn sco sda sdh seh ses sgb sgs sgw sgz shi shk shn shs shy sig sil sin sjn skr sld slk sll slv sma sme smk sml smn smo sna snc snd snp snw som sot soy spa spl spp sps sqi srd srm srn srp srq ssd ssw ssx stn stp stq sue suk sun sur sus suz swa swc swe swg swh swp sxb sxn syc syl syr szb szl tab tac tah taj tam taq tat tbc tbl tbo tbz tcs tcy tel tem teo ter tet tfr tgk tgl tgo tgp tha thk thv tig tik tim tir tkl tlb tlf tlh tlj tlx tly tmc tmh tmr tmw toh toi toj ton tpa tpi tpm tpw tpz trc trn trq trs trv tsn tso tsw ttc tte ttr tts tuc tuf tuk tum tur tvl twb twi twu txa tyj tyv tzh tzj tzl tzm tzo ubr ubu udm udu uig ukr umb urd usa usp uvl uzb vag vec ven vep vie viv vls vmw vmy vol vot vro vun wae waj wal wap war wbm wbp wed wln wmt wmw wnc wnu wob wol wsk wuu wuv xal xcl xed xho xmf xog xon xrb xsb xsi xsm xsr xtd xtm xuo yal yam yaq yaz yby ycl ycn yid yli yml yon yor yua yue yut yuw zam zap zea zgh zha zia zlm zom zsm zul zyp zza,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,Neural machine translation model for translating from Multiple languages (mul) to unknown (deu+eng+fra+por+spa). Note that many of the listed languages will not be well supported by the model as the training data is very limited for the majority of the languages. Translation performance varies a lot and for a large number of language pairs it will not work at all.,True
opus-mt-tc-bible-big-mul-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_nld,aai aar aau abi abk acd ace acf ach acm acn acr ade adj ady aeu aey afb afh afr agd agn agu ahk aia aka akh akl akp alj aln alp alq alt alz ame amh ami amk amu ang ann anp anv aoz apc apr apu ara arc arg arq arz asm aso ast atg atj atq aui auy ava avk avn avu awa awb awx aze azg azz bak bal bam ban bar bas bav bba bbo bbr bcl bcw bef beh bel bem ben bep bex bfa bfd bfo bgr bhl bho bhz bib bik bim bis biv bjr bjv bku bkv blh blt blz bmh bmk bmq bmu bmv bnp bod boj bom bos bov box bpr bps bpy bqc bqj bqp bre bru brx bss btd bth bto bts btt btx bua bud bug buk bul bus bvy bwq bwu byn bzd bzh bzj bzt caa cab cac cak cat cay cbk cce cco ceb ces cfm cgc cha che chf chm chq chr chu chv chy chz cjk cjo cjp cjv cjy ckb cko cle cme cmn cmo cmr cnh cni cnl cnr cnt cnw cok cop cor cos cot cpa cpu cre crh crn crs crx csb csk cso csy cta ctd ctp ctu cuc cui cuk cut cux cwe cwt cya cym czt daa dad dag dah dan ded deu dga dgi dig dik din diq div dje djk dng dni dnj dob dop drt dsb dsh dtp dty dug dws dww dyi dyo dyu dzo efi egl ell emi eng enm epo ess est eus ewe ext fai fal fao far fas fij fil fin fkv fon for fra frd frm frp frr fry fuc ful fur gag gah gaw gbm gcf gde gej gfk ghs gil gkn gla gle glg glk glv gnd gng gog gor gos got gqr grc grn gsw guc gud guh guj guo gur guw gux gvf gvl gwi gwr gym gyr hag hat hau haw hay hbo hbs hch heb heh her hif hig hil hin hla hlt hmn hne hnj hnn hns hoc hot hrv hrx hsb hsn hui hun hus hvn hwc hye hyw iba ibo icr ido ifa ifb ife ifk ifu ify ign iii ike iku ile ilo imo ina ind inh ino iou ipi ipk iri irk iry isl ita itv ium ixl izh izr jaa jac jak jam jav jbo jbu jdt jmc jpa jpn jun jvn kaa kab kac kal kam kan kao kas kat kau kaz kbd kbm kbp kdc kdj kdl kdn kea kek ken keo ker keu kew kez kgf kgk kha khm khz kia kik kin kir kjb kje kjh kjs kki kkj kle kma kmb kmg kmh kmo kmr kmu knc kne knj knk kno kog koi kok kom kon kpf kpg kpr kpv kpw kpz kqe kqf kqp kqw krc kri krj krl kru ksb ksh ksr ktb ktj kua kub kud kue kum kur kus kvn kwf kxc kxm kyc kyf kyg kyq kzf laa lac lad lah lao las lat lav law lbe lcm ldn lee lef lem leu lew lex lez lfn lgg lhu lia lid lif lij lim lin lip lit liv ljp lkt lld lln lme lmo lnd lob lok lon lou lrc lsi ltz lua luc lug luo lus lut luy lzz maa mad mag mah mai maj mak mal mam maq mar mau maw max maz mbb mbf mbt mcb mcp mcu mda mdf med mee meh mek men meq mfe mfh mfi mfk mfq mfy mgd mgm mgo mhi mhl mhx mhy mib mic mie mif mig mih mil mio mit mix miy miz mjc mkd mks mlg mlh mlp mlt mmo mmx mna mnb mnf mnh mni mnr mnw moa mog moh mol mon mop mor mos mox mpg mpm mpt mpx mqb mqj mri mrj mrw msa msm mta muh mux muy mva mvp mvv mwc mwl mwm mwv mww mxb mxt mya myb myk myu myv myw myx mzk mzm mzn mzw mzz naf nak nap nas nau nav nbl nca nch ncj ncl ncu nde ndo nds ndz neb nep new nfr ngt ngu nhe nhg nhi nhn nhu nhw nhx nhy nia nif nii nij nim nin niu njm nlc nld nlv nmz nnb nnh nno nnw nob nog non nop nor not nou nov npi npl npy nqo nsn nso nss nst nsu ntm ntp ntr nuj nus nuy nwb nwi nya nyf nyn nyo nyy nzi oar obo oci ofs oji oku okv old omw ood opm ori orm orv osp oss ota ote otm otn otq ozm pab pad pag pai pal pam pan pao pap pau pbi pbl pck pcm pdc pes pfl phn pib pih pio pis pkb pli pls plt plw pmf pms pmy pne pnt poe poh pol por pot ppk ppl prf prg prs ptp ptu pus pwg pww quc qya rai rap rav rej rhg rif rim rmy roh rom ron rop rro rue rug run rup rus rwo sab sag sah san sas sat sba sbd sbl scn sco sda sdh seh ses sgb sgs sgw sgz shi shk shn shs shy sig sil sin sjn skr sld slk sll slv sma sme smk sml smn smo sna snc snd snp snw som sot soy spa spl spp sps sqi srd srm srn srp srq ssd ssw ssx stn stp stq sue suk sun sur sus suz swa swc swe swg swh swp sxb sxn syc syl syr szb szl tab tac tah taj tam taq tat tbc tbl tbo tbz tcs tcy tel tem teo ter tet tfr tgk tgl tgo tgp tha thk tig tik tim tir tkl tlb tlf tlh tlj tlx tly tmc tmh tmr tmw toh toi toj ton tpa tpi tpm tpw tpz trc trn trq trs trv tsn tso tsw ttc tte ttr tts tuc tuf tuk tum tur tvl twb twi twu txa tyj tyv tzh tzj tzl tzm tzo ubr ubu udm udu uig ukr umb urd usa usp uvl uzb vag vec ven vie viv vls vmw vmy vol vot vro vun wae waj wal wap war wbm wbp wed wln wmt wmw wnc wnu wob wol wsk wuu wuv xal xcl xed xho xmf xog xon xrb xsb xsi xsm xsr xtd xtm xuo yal yam yaq yaz yby ycl ycn yid yli yml yon yor yua yue yut yuw zam zap zea zgh zha zia zlm zom zsm zul zyp zza,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_nld,Neural machine translation model for translating from Multiple languages (mul) to unknown (deu+eng+nld). Note that many of the listed languages will not be well supported by the model as the training data is very limited for the majority of the languages. Translation performance varies a lot and for a large number of language pairs it will not work at all.,True
